Portfolio 2,10/1/2011,10/31/2011,11/30/2011,12/30/2011,1/29/2012,2/28/2012,3/29/2012,4/28/2012,5/23/2012,6/22/2012,7/22/2012,8/21/2012,9/20/2012,10/20/2012,11/19/2012,12/19/2012,1/18/2013,2/15/2013,3/17/2013,4/16/2013,5/16/2013,6/15/2013,7/15/2013,8/14/2013,9/13/2013,10/13/2013,11/12/2013,12/12/2013,1/11/2014,2/10/2014,3/12/2014,4/11/2014,5/11/2014,6/10/2014,7/10/2014,8/9/2014,9/8/2014,10/8/2014,11/7/2014,12/7/2014,1/6/2015,2/5/2015,3/7/2015,4/6/2015,5/6/2015,6/5/2015,7/5/2015,8/4/2015,9/3/2015,10/3/2015,11/2/2015,12/2/2015,12/30/2015,1/29/2016,2/28/2016,3/29/2016,4/28/2016,5/25/2016,6/24/2016,7/24/2016,8/23/2016,9/22/2016,10/22/2016,11/21/2016,12/21/2016,1/20/2017,2/17/2017,3/19/2017,4/18/2017,5/18/2017,6/17/2017,7/17/2017,8/16/2017,9/15/2017,10/15/2017,11/14/2017,12/14/2017,1/13/2018,2/12/2018,3/14/2018,4/13/2018,5/13/2018,6/12/2018,7/12/2018,8/11/2018,9/10/2018,10/10/2018,11/9/2018,12/9/2018,1/8/2019,2/7/2019,3/9/2019,4/8/2019,5/8/2019,6/7/2019,7/7/2019,8/6/2019,9/5/2019,10/5/2019,11/4/2019,12/4/2019,1/3/2020,2/2/2020,3/3/2020,4/2/2020,5/2/2020,6/1/2020,7/1/2020,7/31/2020,8/30/2020,9/29/2020,10/29/2020,11/28/2020,12/28/2020,1/27/2021,2/26/2021,3/28/2021,4/27/2021,5/27/2021,6/26/2021,7/26/2021,8/25/2021,9/24/2021
BAX,-0.0305851,0.0243484,-0.0605959,-0.0420527,0.1175595,0.0529294,0.0221309,-0.0689762,-0.0397959,-0.0017712,0.0691980,0.0600730,0.0375704,0.0159928,0.0727651,-0.0013843,0.0099806,0.0246265,0.0108021,0.0291210,0.0132399,-0.0156290,0.0275898,0.0108916,-0.0228013,-0.0738462,-0.0088594,0.0097765,0.0533887,-0.0257353,-0.0097035,0.0642352,0.0473146,-0.0217338,0.0409386,-0.0333333,0.0002481,-0.0141369,-0.0349686,0.0497914,-0.0407251,0.0036241,-0.0513283,0.0135943,0.0042918,-0.0566239,0.0770102,0.0596740,-0.0808732,-0.1012146,0.1342342,-0.0108552,0.0106242,-0.0381078,0.0795082,0.0447988,0.0721899,-0.0029796,0.0080460,0.0513113,0.0407809,0.0045852,0.0049793,-0.0284889,-0.0631109,0.0485371,0.0632884,0.0293585,0.0300840,0.0823061,0.0434554,0.0445004,-0.0135048,0.0423729,-0.0048468,0.0127258,0.0049643,0.0446125,-0.0394562,0.0350769,-0.0231867,0.0833841,0.0582865,-0.0075647,-0.0544263,0.0591147,-0.0494058,-0.1083017,0.0315060,0.0077886,0.0775875,0.0563915,0.0604366,-0.0372835,0.0116052,0.0515597,0.0224320,0.0539504,-0.0241156,-0.0927847,0.0591032,0.0372437,0.0490058,-0.0421452,-0.0429519,0.0614206,0.0357511,-0.0340746,-0.0106517,0.0079880,-0.0916504,-0.0127703,-0.0257428,0.0419351,-0.0156447,-0.0042297,0.1073497,0.0084854,-0.0570539,-0.0019558,-0.0107777,-0.0862944,0.0955285
ANTM,-0.0185827,0.1055841,0.0239478,-0.0609497,-0.0274717,0.0172280,0.0927678,-0.0530578,-0.0492988,0.0394874,-0.1139622,-0.0734509,0.0295093,0.0690299,-0.1124861,0.0720415,0.0463565,0.0137429,0.0295056,0.0869094,0.0952109,0.0251171,0.0877238,0.0110878,0.0283966,-0.0047143,-0.0131950,0.0136000,0.0242417,-0.0686922,0.1066194,0.0152745,0.1258285,-0.0122418,0.0478713,-0.0304261,0.1000093,0.0145602,0.0358782,0.0176400,-0.0110812,0.0983672,0.0693726,0.0591482,0.0284372,0.0185799,-0.0074929,-0.0563119,-0.0626230,-0.0006995,-0.0209310,-0.0496210,0.0811474,-0.0742764,0.0015327,0.0733798,0.0265184,-0.1035663,-0.0349725,0.1076120,-0.0775825,-0.0054213,-0.0306027,0.1033818,0.0554747,0.0389709,0.0885070,0.0458034,-0.0072797,0.0620304,0.0908371,-0.0033724,0.0065594,-0.0349625,-0.0151669,0.1887788,0.0396887,0.0644153,-0.0371458,-0.0160674,-0.0306073,0.0463472,-0.0027119,0.0815780,0.0493256,-0.0013311,0.0383107,0.0528516,-0.0362294,-0.0983156,0.2348673,-0.0392144,-0.0218603,-0.0858377,0.0509352,0.0237659,0.0221254,-0.1368197,-0.0405621,0.1273285,0.0576329,0.0330573,-0.1025667,-0.0377210,-0.1754817,0.2819906,0.0702214,-0.0736131,0.0190561,0.0281958,-0.0771881,0.0518496,0.1400132,0.0043978,-0.0726134,0.0448702,0.2182790,0.0202778,0.0556705,-0.0425799,-0.0063009,-0.0140555,0.0218393
GS,-0.1968616,0.2161412,-0.1249658,-0.0566451,0.2134247,0.0672560,0.0567842,-0.0695701,-0.1272483,-0.0399877,-0.0050198,0.1305281,0.1168819,0.0436963,-0.0364095,0.0756551,0.1351670,0.0985187,-0.0196142,-0.0516617,0.0719639,0.0624069,-0.0067638,0.0020859,0.0040407,-0.0276829,0.0215101,0.0333968,0.0448524,-0.0846031,0.0541615,-0.1001650,0.0447224,0.0426825,-0.0176725,0.0553176,0.0443581,0.0362556,0.0218067,0.0309895,-0.0614892,-0.0203761,0.0396083,0.0219231,0.0218693,0.0723567,-0.0114517,-0.0137954,-0.0980163,-0.0235599,0.0496956,0.0030578,-0.0421535,-0.1123565,-0.0744615,0.0367819,0.0597304,-0.0232600,-0.1202481,0.1314676,0.0347019,0.0116811,0.0422569,0.2053449,0.1438317,-0.0382704,0.0686756,-0.0329100,-0.1096473,-0.0019945,0.0509853,0.0138416,-0.0159208,-0.0017286,0.0763254,-0.0213275,0.0768842,0.0116643,-0.0205061,0.0445173,-0.0321824,-0.0469287,-0.0462466,-0.0232558,-0.0015844,0.0222604,-0.0733905,0.0361115,-0.1968111,-0.0193480,0.1009295,0.0150205,0.0335255,-0.0078503,-0.0554367,0.0839787,0.0012637,0.0050483,-0.0321178,0.0971557,-0.0178742,0.0724275,0.0320839,-0.1488641,-0.2629897,0.1740812,0.1357723,-0.0118041,0.0019740,0.0349060,-0.0394396,-0.0348087,0.2139623,0.1258132,0.0529296,0.1688435,0.0195630,0.0641636,0.0713729,-0.0071627,0.0195004,0.0990157,-0.0539069
TDC,-0.0021598,0.1739473,-0.0910158,-0.1054767,0.0987425,0.2367730,0.0332221,0.0245192,0.0163599,0.0258695,-0.0701877,0.1356034,0.0094202,-0.0594111,-0.1340134,0.0085525,0.0497600,-0.0387037,-0.0904298,-0.0351309,0.0298562,-0.0196217,0.0277678,0.1257895,-0.0757363,-0.1134716,-0.1645112,-0.1003870,0.1141194,-0.0672269,0.1064037,-0.0160651,-0.0977410,0.0708974,-0.0553241,0.0460671,0.0510658,-0.0650769,0.0181168,0.0161555,-0.0177419,-0.0103214,0.0156435,0.0436406,0.0049195,-0.1283934,-0.0906306,0.0103874,-0.2092248,0.0260014,-0.0034247,0.0319588,-0.1033099,-0.0924683,0.0250616,0.0617234,-0.0222726,0.0474924,-0.0540443,0.0855061,0.1296362,-0.0444028,-0.0238874,-0.0797855,-0.0047359,0.0420937,0.0818245,-0.0041841,0.0009696,-0.0946077,0.0221113,0.0282624,0.0495419,0.0549628,0.0104199,0.0849257,0.0821918,-0.0242831,-0.0487159,0.1814640,-0.0560660,-0.0519092,0.0792314,0.0534146,-0.0599676,-0.0386700,-0.1160646,0.0915942,-0.0257568,0.0880349,0.1523046,0.0413043,-0.0843424,-0.1206110,-0.0668914,0.0147263,-0.0832421,-0.0576464,-0.0611727,0.0367995,-0.1582546,0.0189555,-0.0895976,-0.1534612,0.0068966,0.1320939,-0.0721694,-0.0409874,0.0199126,0.1595238,-0.0632444,-0.1928979,0.1912004,0.0177839,0.3445341,0.3362213,-0.0466334,0.3620194,-0.0664490,0.0452582,-0.0047235,0.0660471,0.0276387
STT,-0.1270115,0.3294931,-0.0183214,0.0166456,-0.0367155,0.0821530,0.0723465,0.0257435,-0.0702266,0.0596042,-0.0954225,0.0536254,0.0377539,0.0294727,0.0129725,0.0267167,0.1475269,0.1482447,0.0361635,-0.0168606,0.0943234,0.0476414,0.0359013,0.0001444,-0.0174704,-0.0114622,0.0390962,0.0044349,0.0387409,-0.0654052,-0.0293427,-0.0362757,0.0329360,0.0167021,0.0110514,0.0384047,0.0339972,-0.0104554,0.0817461,0.0245470,-0.0610888,-0.0021376,-0.0149953,0.0146799,0.0450100,0.0065376,-0.0241977,0.0199687,-0.0857326,-0.0389083,0.0240280,0.0290102,-0.0828052,-0.1628361,-0.0170465,0.0677254,0.0738588,0.0369647,-0.1364636,0.0509183,0.1995155,0.0248125,0.0054899,0.1002380,0.0034356,0.0019021,0.0064878,-0.0360729,-0.0006430,0.0280530,0.1205407,0.0339589,0.0051858,0.0107481,0.0478520,-0.0733712,0.0729383,0.0816577,-0.0395395,0.0393005,-0.0565324,0.0251503,-0.0282475,-0.0659827,-0.1077967,0.0512975,-0.0485649,-0.1281525,-0.1137716,0.0193659,0.0687912,-0.0153383,0.0066968,-0.0673897,-0.1220344,-0.0275521,-0.0283327,-0.0192523,0.0726129,0.2590618,0.0523568,0.0670511,-0.0437351,-0.1345775,-0.2039484,0.1140786,0.0676370,-0.0035285,0.0267182,0.0674087,-0.1204288,-0.0182000,0.1986395,0.0232690,-0.0274542,0.0374964,0.1725986,-0.0362124,0.0577578,-0.0562134,0.0494519,0.0677809,-0.0680435
AA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.4614286,-0.0084718,0.1718699,0.0402183,-0.0361779,-0.0899713,0.0050378,-0.0322682,0.1783749,0.0777473,0.1381596,0.0804031,-0.1320481,0.0114641,0.3279811,-0.1705192,-0.0017149,0.1801589,-0.0478530,-0.0580929,-0.0383445,-0.0622363,-0.0548931,-0.1416329,-0.0471436,-0.1757858,-0.0024718,-0.0339823,0.0084280,0.0777616,-0.1675657,-0.1316322,0.0401119,-0.1080717,-0.0135747,-0.0188583,0.1901299,-0.1374945,0.0880567,-0.3376744,-0.0912921,-0.5301391,0.2828947,0.2166667,0.1538462,0.1872146,0.1246154,-0.2017784,0.0925450,0.5607843,0.1175879,-0.1609712,0.3156484,0.3050916,0.1470037,0.0614966,-0.0748526,0.0795234,0.0795688,0.1528768
BK,-0.1410567,0.2009029,-0.0855263,0.0231244,0.0055249,0.1158841,0.0640107,-0.0050484,-0.1013662,0.0397254,-0.0316038,0.1105699,0.0153509,0.0647948,-0.0259635,0.0774677,0.0255122,0.0748848,0.0132190,-0.0211566,0.0756484,-0.0164099,0.0449438,0.0000000,0.0136852,0.0022501,0.0442591,0.0085995,0.0200974,-0.0594030,0.0568074,-0.0054054,0.0501208,0.0201265,0.0631342,0.0190880,0.0260146,-0.0223124,0.0090768,0.0598818,-0.0717750,-0.0143678,0.0545985,0.0175924,0.0605088,0.0097811,-0.0417435,0.0563177,-0.1050353,0.0221487,0.0523039,0.0293491,-0.0583942,-0.1225775,-0.0229155,0.0446454,0.0992697,0.0378657,-0.0999763,0.0279021,0.0307298,0.0024845,0.0758364,0.0923750,0.0027415,-0.0628812,0.0196842,0.0014849,-0.0067782,-0.0147153,0.0883117,0.0610581,-0.0088097,-0.0249622,0.0610939,-0.0522756,0.0418515,0.0651611,-0.0509211,0.0047610,-0.0601422,0.1111111,0.0064572,-0.0723080,-0.0628037,0.0376945,-0.0251778,-0.0437697,-0.0193814,0.0012616,0.0942881,-0.0053732,-0.0111904,-0.0624390,-0.0759625,-0.0308559,0.0562398,-0.0578658,-0.0135451,0.1534091,0.0012315,0.0305453,-0.1006565,-0.1411192,-0.1336595,0.0564804,0.0607766,-0.0029178,-0.0462889,0.0315202,-0.0840995,0.0132861,0.1398601,0.0593047,-0.0390927,0.0587644,0.1271347,0.0216751,0.0731205,-0.0238004,-0.0119937,0.1058706,-0.0723412
PLD,-0.1746900,0.3150685,-0.0651882,0.0276779,0.1052816,0.0629747,0.0512057,0.0127443,-0.0507463,-0.0081761,-0.0034876,0.0712695,0.0487080,-0.0042481,-0.0517634,0.0689862,0.1083053,0.0101430,-0.0074665,0.0741894,0.0594059,-0.1233189,0.0210608,-0.0585689,0.0000000,0.0540979,-0.0102643,-0.0518538,0.0049221,0.0976871,0.0071889,-0.0142752,0.0339576,-0.0065202,0.0021877,-0.0215862,0.0275161,-0.0805790,0.0865914,0.0335668,0.0175234,0.0514351,-0.0945621,0.0701881,-0.1072797,0.0093411,-0.0522761,0.0675640,-0.0652658,0.0722031,0.0774544,-0.0304487,0.0114620,-0.0871878,-0.0255891,0.1398856,0.0412865,0.0283905,0.0222977,0.1007478,0.0156633,0.0105909,-0.0290495,-0.0738496,0.0611327,0.0129094,-0.0503311,0.0263001,0.0592118,0.0038490,0.0697462,-0.0011947,0.0637389,0.0473896,-0.0030675,0.0336923,-0.0190505,-0.0571992,-0.0320245,0.0510391,-0.0151851,0.0473819,0.0046005,0.0024424,-0.0188823,0.0327487,-0.0147280,0.0306589,-0.0241231,-0.0764331,0.1564860,0.0079512,0.0267643,0.0205790,0.0510821,0.0526922,-0.0286721,0.0580363,0.0138314,0.0234375,0.0379401,-0.0187706,0.0277436,-0.0269947,-0.1552746,0.1538869,0.0754046,0.0154749,0.1079348,-0.0337697,-0.0220891,0.0057223,-0.0012977,-0.0182909,0.0515170,-0.0407630,0.0777228,0.0756767,0.0175011,0.0407325,0.0522940,0.0199250,-0.0201486
ACN,-0.0241966,0.1673770,-0.0386658,-0.0811324,0.0719519,0.0473186,0.0793173,0.0069767,-0.0650484,-0.0232479,0.0033009,0.0559307,0.0690390,0.0404970,-0.0113519,0.0498061,-0.0041193,0.0610960,0.0357335,0.0088530,0.0402633,0.0228260,-0.0751971,-0.0622951,0.0419580,-0.0246980,0.0500963,-0.0290957,0.0942225,-0.0134468,0.0347630,-0.0683988,0.0272409,0.0561940,-0.0462697,-0.0101542,0.0350811,-0.0231249,0.0455912,0.0178486,0.0204778,0.0202975,0.0262236,0.0539707,-0.0281116,0.0258065,0.0203354,0.0624615,-0.0755173,0.0628595,0.0588467,-0.0000929,-0.0126842,-0.0030229,-0.0500284,0.1496110,-0.0080687,0.0390009,-0.0598903,0.0145357,0.0213142,-0.0157603,0.0188281,0.0335060,-0.0148730,-0.0240034,0.0455369,0.0260662,-0.0655197,0.0357880,0.0612126,-0.0105659,0.0285556,0.0409136,0.0276321,0.0422029,0.0431153,0.0446399,-0.0190555,0.0390449,-0.0675155,0.0362353,0.0467314,0.0318718,-0.0464203,0.0581664,-0.0460631,0.0210832,-0.0449894,-0.0797616,0.0691746,0.0564506,0.0913139,-0.0284501,0.0523530,0.0404002,-0.0078819,0.0565648,-0.0635621,0.0052995,0.0627263,0.0512075,-0.0095329,-0.1230991,-0.1424103,0.1488449,0.1328469,0.0551185,0.0474859,0.0673992,-0.0660609,-0.0340950,0.1508501,0.0425148,-0.0522951,0.0195043,0.1141491,0.0383129,-0.0351421,0.0494555,0.0853351,0.0453320,0.0173644
ON,-0.0661041,0.1400602,-0.0052840,0.0252324,0.1398964,0.0397727,-0.0316940,-0.0677201,-0.1580928,0.0372578,-0.0531609,0.0060698,0.0150830,-0.1010401,-0.0198347,0.1804384,0.1071429,0.0903226,-0.0307692,0.0207570,-0.0358852,0.0285360,-0.0072376,-0.0984204,0.0000000,-0.0242588,-0.0096685,0.0390516,0.1597315,0.0277778,0.0596847,0.0180659,-0.0835073,0.0318907,0.0055188,-0.0581778,0.1550117,-0.1241171,-0.0495392,0.2133333,-0.0049950,0.0311245,0.2560857,-0.1054264,0.0485269,0.0685950,-0.1291570,-0.0932504,-0.0342801,-0.0030426,0.1373347,0.0134168,-0.0921533,-0.1396985,-0.0198598,0.1775924,-0.0131579,-0.0083420,-0.0441640,0.0561056,0.1052083,0.1347785,0.0041528,-0.0512821,0.1063644,0.0559496,0.1764706,-0.0224359,-0.0524590,0.0505190,0.0309618,-0.0408946,0.0992672,0.0533333,0.1271577,0.0934150,-0.0877684,0.2026612,-0.0919149,0.2061856,-0.0283605,-0.0527789,0.0599409,-0.0637196,-0.1063377,-0.0804379,-0.1656315,0.1091811,-0.0162192,-0.0596930,0.3452237,0.0161798,0.0137107,-0.0510471,-0.1236782,0.0236097,-0.0948232,0.0379388,-0.0163666,0.2041043,-0.0147398,0.1542777,-0.1936006,-0.0894023,-0.3783784,0.3194321,0.1284465,0.1352801,0.0813648,0.0373786,0.0191858,0.1565657,0.1413259,0.1113043,0.0663537,0.1819783,-0.0290539,0.1074169,-0.0699769,-0.0399801,-0.0509571,0.1858817,0.1328430
CNI,-0.1167665,0.2083205,-0.0109666,0.0128932,-0.0399695,0.0188279,0.0320146,0.0754098,0.0197451,0.0267157,0.0195751,0.0767970,-0.0258752,-0.0191964,-0.0268548,0.0699252,0.0421858,0.0495070,-0.0141915,-0.0160178,0.0473934,-0.0363958,0.0308289,-0.0291147,-0.0014280,0.0743616,0.0631299,-0.0186013,-0.0125752,0.0142119,0.0414923,-0.0450813,0.0951510,0.0360902,0.0556362,0.0241369,0.0963604,-0.0717007,0.0199326,-0.0438281,-0.0214908,0.0764859,-0.0400913,-0.0167955,-0.0226757,-0.0856922,-0.0246997,0.0879445,-0.1299426,0.0824629,0.0313188,-0.0361129,-0.0552301,-0.0524358,0.0824453,0.0659758,0.0155541,-0.0924847,-0.0365050,0.1133135,0.0266268,-0.0035298,0.0097028,0.0062538,0.0307716,0.0311765,0.0273835,0.0047446,0.0216667,-0.0014954,0.1056501,0.0264746,-0.0358685,0.0158019,-0.0172709,-0.0006232,0.0093540,0.0030891,-0.0532151,-0.0290138,-0.0032159,0.0705740,0.0447012,0.0301683,0.0256680,-0.0156979,-0.0077430,-0.0016306,-0.0842277,-0.0082803,0.0625562,0.0563346,0.0421149,0.0191083,-0.0169181,0.0279513,-0.0216464,0.0212534,-0.0929562,0.0913049,-0.0423720,0.0266832,0.0182038,-0.0826064,-0.1001409,0.0383562,0.0889559,0.0162686,0.1102407,0.0694345,0.0170205,-0.0548138,0.0648563,0.0340028,-0.0846508,0.0789578,0.0680571,-0.0750257,0.0260185,-0.0473784,-0.0055892,0.0326760,0.0677122
TRV,-0.0679148,0.2467949,-0.0359897,0.0519111,-0.0179145,0.0049905,0.0042808,0.0966752,-0.0014306,0.0084368,-0.0254144,0.0565274,0.0493638,0.0809350,-0.0601433,0.0559390,0.0392210,0.0640635,0.0266202,0.0487096,0.0036973,-0.0419017,0.0006007,-0.0132085,0.0167924,0.0196266,0.0145540,0.0021981,-0.0033476,-0.0462126,0.0131148,0.0224140,0.0790152,0.0332464,-0.0084122,-0.0386002,0.0287889,0.0126514,0.0838539,0.0338966,-0.0245654,0.0403913,-0.0064240,0.0132121,-0.0588181,-0.0241722,-0.0037257,0.0777239,-0.0680859,0.0250579,0.1179069,0.0073768,-0.0024439,-0.0634351,0.0044843,0.0826823,-0.0625376,0.0290013,-0.0221948,0.0579175,-0.0069817,0.0008574,-0.0656215,0.0253965,0.0959406,-0.0371216,0.0287667,0.0033620,-0.0131579,0.0010766,0.0611350,-0.0159040,0.0256674,-0.0677377,0.0672742,0.0391244,-0.0095622,0.0221753,0.0193329,0.0099899,-0.0231508,-0.0461516,-0.0032308,-0.0274734,0.0161086,-0.0035143,0.0044671,0.0223141,-0.0612837,-0.0419512,0.0756959,0.0403124,0.0304087,0.0415808,0.0565251,0.0285561,-0.0509753,0.0395999,-0.0566100,-0.0904645,0.0381720,0.0136865,-0.0248869,-0.0621211,-0.2244035,-0.0028810,0.1263028,0.0306917,0.0170667,0.0141584,-0.0741124,0.1397990,0.0587130,0.0735827,0.0022272,0.0430108,0.0573883,0.0087748,0.0267397,-0.0621274,-0.0042155,0.0924607,-0.0376430
TRP,-0.0943878,0.1021767,-0.0288104,0.0447368,-0.0590795,0.0491604,0.0004639,0.0197079,-0.0606130,0.0087655,0.0502052,0.0632039,-0.0038911,-0.0397135,0.0316384,0.0372399,0.0418163,-0.0486608,0.0279390,-0.0091992,0.0206795,-0.0425884,-0.0190024,-0.0081444,-0.0257435,-0.0056948,0.0242841,-0.0263923,0.0213646,-0.0067476,0.0049819,0.0538531,-0.0017105,-0.0092097,0.0678772,0.0022267,0.1123005,-0.0867986,-0.0176974,-0.0682186,-0.0034760,0.0285590,-0.0799067,-0.0052983,0.0386753,-0.0758082,-0.0412545,-0.0427781,-0.1161935,0.0172516,-0.0143275,-0.0501335,0.0310225,0.0610992,0.0619213,0.0340599,0.0922266,0.0324513,0.0660058,0.0353822,0.0389923,0.0179211,-0.0416321,-0.0159931,0.0120799,0.0177951,0.0162602,-0.0395789,0.0414292,-0.0425174,0.0593537,0.0358996,-0.0126202,0.0403733,-0.0220359,-0.0113659,-0.0221864,-0.0096947,-0.1095605,0.0315789,-0.0394558,0.0339943,-0.0438356,0.0422636,0.0048110,-0.0455996,-0.0360726,-0.0354399,0.0113052,0.0109248,0.0583061,0.0674424,0.0295884,0.0118842,0.0711083,-0.0129585,-0.0286811,0.0675816,0.0031165,-0.0182524,-0.0047468,0.0514706,0.0285390,-0.0255421,-0.2040355,0.0886046,-0.0226333,-0.0581162,0.0780142,0.0232456,-0.0728676,-0.0829866,0.1073859,-0.0707944,0.0460559,-0.0180328,0.1385643,0.0203184,0.0486553,-0.0123336,-0.0315164,-0.0368400,0.0554611
TEL,-0.1094771,0.3045872,-0.1080169,-0.0283822,0.0996430,0.0652302,0.0024938,0.0077391,-0.0894403,0.0231305,-0.0185816,0.1309561,0.0086496,-0.0846473,0.0492596,0.0734447,0.0389053,0.0797368,0.0146234,-0.0062455,0.0954798,0.0187555,0.0240416,0.0678934,0.0584274,-0.0232036,-0.0055556,0.0050087,0.0647882,0.0127813,0.0273729,0.0181661,-0.0011895,0.0568220,0.0194784,-0.0287384,0.0198342,-0.1020245,0.1027871,0.0342885,-0.0476265,0.1317209,0.0415884,-0.0134479,-0.0474986,0.0135733,-0.0726346,-0.0422226,-0.0308096,0.0449780,0.0610032,0.0167760,-0.0238486,-0.1271950,-0.0041987,0.0702741,-0.0131320,-0.0192723,-0.0289683,0.0699581,0.0317952,0.0178571,-0.0246856,0.0625597,0.0585768,-0.0104727,0.0771985,0.0069140,-0.0349927,0.0110837,0.0830965,0.0196176,-0.0262255,0.0338535,0.0744979,0.0628753,0.0180132,0.0481625,-0.0140845,0.0529889,-0.0438757,-0.0434739,0.0256707,-0.0544671,0.0020612,-0.0132078,-0.1126714,-0.0216370,-0.0636927,0.0197058,0.0716082,0.0234684,0.0459812,0.0515749,-0.0025236,0.0361896,-0.0593418,0.0665839,-0.0635912,0.0672316,-0.0418211,0.0538122,-0.0143651,-0.1170213,-0.2892771,0.1774877,0.2169594,-0.0528806,0.1125406,0.0845402,0.0087992,-0.0143663,0.1865695,0.0522067,0.0000834,0.0842158,-0.0187649,0.0592523,0.0012579,-0.0169228,0.0423213,0.0876244,-0.0448246
LVS,-0.2086657,0.2789431,-0.0051118,-0.0852066,0.1535221,0.1142220,0.0431537,-0.0314191,-0.1585795,-0.0668617,-0.1244962,0.0820972,0.0836682,-0.0139586,-0.0393718,0.0909510,0.1021528,0.0204475,0.0111531,0.0177603,0.0646583,-0.0146653,-0.0399230,0.0337407,0.1210303,0.0841989,0.0283060,0.0753811,0.0392491,-0.0395352,0.1194108,-0.1233553,0.0175556,-0.0381931,0.0260167,-0.0840785,-0.0903395,-0.0084895,-0.0382876,-0.0480430,-0.0584083,0.0507871,-0.0406635,0.0568879,-0.0826737,0.0546500,-0.0092727,0.0093595,-0.1332727,-0.0792952,0.1531100,-0.1072910,-0.0015887,0.0252330,0.0705100,0.0880282,-0.1269751,0.0104758,-0.0645788,0.1036712,0.0924686,0.0947913,0.0136435,0.0648835,-0.1165127,0.0223771,-0.0715560,0.1024409,-0.0085425,-0.0003517,0.1630607,-0.0753176,0.0065424,0.0277868,-0.0071146,0.0711783,0.0487587,0.0300496,-0.0155497,0.0329885,-0.0281461,0.0789474,0.0361337,-0.0885540,-0.0832195,-0.0877925,-0.0795752,-0.0752707,0.0263006,0.0583614,0.0507246,0.0117746,0.0979219,-0.0109025,-0.1414574,0.1059201,-0.1214124,0.0300973,-0.0210226,0.1656051,-0.0212334,0.1121391,-0.0453242,-0.1601563,-0.2796064,0.1286317,0.0787679,-0.0813787,-0.0310835,0.1620073,-0.0786827,0.0239726,0.1645067,0.0586968,-0.1685317,0.2765090,-0.0460064,0.0169123,-0.0357319,-0.1227801,-0.1171890,-0.0465270,-0.1466235
CMCSA,-0.0582794,0.1522593,-0.0332481,0.0458554,0.1112985,0.1145675,0.0156569,0.0167560,-0.0082645,0.0708333,0.0175097,0.0847674,0.0564042,0.0300334,-0.0275378,0.0555247,0.0589164,0.0525778,-0.0213385,0.0262636,0.0352487,-0.0652985,0.1017964,-0.0067935,0.0027360,0.0563893,0.0111924,0.0361856,0.0714873,0.0421779,-0.0621781,-0.0592389,0.0562969,0.0438216,0.0279879,-0.0110375,0.0394345,-0.0196850,0.0069368,0.0217549,-0.0198722,0.0314989,0.0631801,-0.0389568,-0.0096187,0.0176899,0.0586230,0.0099807,-0.1039209,0.0604767,0.0523314,-0.0360217,-0.0680250,-0.0176305,0.0362527,0.0523034,0.0065833,0.0262295,-0.0150160,0.0943886,-0.0269710,0.0249772,-0.0347697,0.0498768,0.0387097,0.0383964,0.0417704,-0.0047796,0.0029349,0.0287310,0.0809413,-0.0622010,0.0520408,-0.1045102,-0.0086650,0.0068287,0.0613131,0.0690184,-0.0784314,-0.0653866,-0.0832871,-0.0266505,0.0074673,0.0670167,0.0141823,0.0376712,-0.0572057,0.1184364,-0.0258216,-0.0436412,0.0548712,0.0395435,0.0393158,0.0451977,-0.0251469,0.0277242,-0.0131363,0.1031614,-0.0392157,-0.0156986,-0.0086580,0.0344748,-0.0522106,-0.0285982,-0.1706081,0.0538260,0.1093319,-0.0119462,0.0780856,0.0469626,0.0310199,-0.0679654,0.1667441,0.0173169,-0.0526316,0.0888063,0.0468513,-0.0161261,0.0559853,-0.0216254,0.0463458,0.0132879,-0.0544721
